V(out)	I(R3)	power

%Step Information: Ifail=1  (Run: 1/4)
2.812864e+002	4.458089e-001	1.254000e+002	
2.813299e+002	4.258100e-001	1.197931e+002	
2.813714e+002	4.067054e-001	1.144353e+002	
2.814110e+002	3.884553e-001	1.093156e+002	
2.814488e+002	3.710217e-001	1.044236e+002	
2.814848e+002	3.543684e-001	9.974933e+001	
2.815192e+002	3.384605e-001	9.528313e+001	
2.815520e+002	3.232649e-001	9.101588e+001	
2.815833e+002	3.087499e-001	8.693881e+001	
2.816131e+002	2.948852e-001	8.304353e+001	
2.816416e+002	2.816416e-001	7.932199e+001	

%Step Information: Ifail=9  (Run: 4/4)
8.999229e-020	8.999228e+000	8.098612e-019	
9.423349e-020	8.999228e+000	8.480287e-019	
9.867458e-020	8.999228e+000	8.879951e-019	
1.033250e-019	8.999228e+000	9.298450e-019	
1.081945e-019	8.999228e+000	9.736673e-019	
1.132936e-019	8.999228e+000	1.019555e-018	
1.186329e-019	8.999228e+000	1.067605e-018	
1.242239e-019	8.999228e+000	1.117920e-018	
1.300784e-019	8.999228e+000	1.170606e-018	
1.362088e-019	8.999228e+000	1.225775e-018	
1.426282e-019	8.999228e+000	1.283543e-018	
1.493500e-019	8.999228e+000	1.344035e-018	
1.563887e-019	8.999228e+000	1.407377e-018	
1.637590e-019	8.999228e+000	1.473705e-018	
1.714768e-019	8.999228e+000	1.543159e-018	
1.795582e-019	8.999228e+000	1.615885e-018	
1.880205e-019	8.999228e+000	1.692040e-018	
1.968817e-019	8.999228e+000	1.771783e-018	
2.061604e-019	8.999228e+000	1.855285e-018	
2.158765e-019	8.999228e+000	1.942722e-018	
2.260504e-019	8.999228e+000	2.034279e-018	
2.367038e-019	8.999228e+000	2.130152e-018	
2.478593e-019	8.999228e+000	2.230543e-018	
2.595406e-019	8.999228e+000	2.335665e-018	
2.717724e-019	8.999228e+000	2.445742e-018	
2.845806e-019	8.999228e+000	2.561006e-018	
2.979925e-019	8.999228e+000	2.681702e-018	
3.120364e-019	8.999228e+000	2.808087e-018	
3.267423e-019	8.999228e+000	2.940428e-018	
3.421411e-019	8.999228e+000	3.079006e-018	
3.582658e-019	8.999228e+000	3.224115e-018	
3.751503e-019	8.999228e+000	3.376063e-018	
3.928306e-019	8.999228e+000	3.535172e-018	
4.113441e-019	8.999228e+000	3.701780e-018	
4.307302e-019	8.999228e+000	3.876239e-018	
4.510298e-019	8.999228e+000	4.058921e-018	
4.722863e-019	8.999228e+000	4.250212e-018	
4.945444e-019	8.999228e+000	4.450518e-018	
5.178516e-019	8.999228e+000	4.660265e-018	
5.422572e-019	8.999228e+000	4.879896e-018	
5.678130e-019	8.999228e+000	5.109879e-018	
5.945731e-019	8.999228e+000	5.350699e-018	
6.225945e-019	8.999228e+000	5.602870e-018	
6.519365e-019	8.999228e+000	5.866926e-018	
6.826613e-019	8.999228e+000	6.143425e-018	
7.148341e-019	8.999228e+000	6.432956e-018	
7.485232e-019	8.999228e+000	6.736132e-018	
7.838001e-019	8.999228e+000	7.053596e-018	
8.207394e-019	8.999228e+000	7.386021e-018	
8.594197e-019	8.999228e+000	7.734114e-018	
8.999229e-019	8.999228e+000	8.098612e-018	
9.423349e-019	8.999228e+000	8.480287e-018	
9.867458e-019	8.999228e+000	8.879951e-018	
1.033250e-018	8.999228e+000	9.298450e-018	
1.081945e-018	8.999228e+000	9.736673e-018	
1.132936e-018	8.999228e+000	1.019555e-017	
1.186329e-018	8.999228e+000	1.067605e-017	
1.242239e-018	8.999228e+000	1.117920e-017	
1.300784e-018	8.999228e+000	1.170606e-017	
1.362088e-018	8.999228e+000	1.225775e-017	
1.426282e-018	8.999228e+000	1.283543e-017	
1.493500e-018	8.999228e+000	1.344035e-017	
1.563887e-018	8.999228e+000	1.407377e-017	
1.637590e-018	8.999228e+000	1.473705e-017	
1.714768e-018	8.999228e+000	1.543159e-017	
1.795582e-018	8.999228e+000	1.615885e-017	
1.880205e-018	8.999228e+000	1.692040e-017	
1.968817e-018	8.999228e+000	1.771783e-017	
2.061604e-018	8.999228e+000	1.855285e-017	
2.158765e-018	8.999228e+000	1.942722e-017	
2.260504e-018	8.999228e+000	2.034279e-017	
2.367038e-018	8.999228e+000	2.130152e-017	
2.478593e-018	8.999228e+000	2.230543e-017	
2.595406e-018	8.999228e+000	2.335665e-017	
2.717724e-018	8.999228e+000	2.445742e-017	
2.845806e-018	8.999228e+000	2.561006e-017	
2.979925e-018	8.999228e+000	2.681702e-017	
3.120364e-018	8.999228e+000	2.808087e-017	
3.267423e-018	8.999228e+000	2.940428e-017	
3.421411e-018	8.999228e+000	3.079006e-017	
3.582657e-018	8.999228e+000	3.224115e-017	
3.751503e-018	8.999228e+000	3.376063e-017	
3.928306e-018	8.999228e+000	3.535172e-017	
4.113441e-018	8.999228e+000	3.701780e-017	
4.307302e-018	8.999228e+000	3.876239e-017	
4.510299e-018	8.999228e+000	4.058921e-017	
4.722863e-018	8.999228e+000	4.250212e-017	
4.945444e-018	8.999228e+000	4.450518e-017	
5.178516e-018	8.999228e+000	4.660265e-017	
5.422572e-018	8.999228e+000	4.879896e-017	
5.678130e-018	8.999228e+000	5.109879e-017	
5.945732e-018	8.999228e+000	5.350700e-017	
6.225945e-018	8.999228e+000	5.602870e-017	
6.519365e-018	8.999228e+000	5.866925e-017	
6.826613e-018	8.999228e+000	6.143425e-017	
7.148342e-018	8.999228e+000	6.432956e-017	
7.485233e-018	8.999228e+000	6.736132e-017	
7.838000e-018	8.999228e+000	7.053596e-017	
8.207394e-018	8.999228e+000	7.386022e-017	
8.594196e-018	8.999228e+000	7.734114e-017	
8.999229e-018	8.999228e+000	8.098612e-017	
9.423349e-018	8.999228e+000	8.480287e-017	
9.867458e-018	8.999228e+000	8.879951e-017	
1.033250e-017	8.999228e+000	9.298451e-017	
1.081945e-017	8.999228e+000	9.736673e-017	
1.132936e-017	8.999228e+000	1.019555e-016	
1.186329e-017	8.999228e+000	1.067605e-016	
1.242239e-017	8.999228e+000	1.117920e-016	
1.300784e-017	8.999228e+000	1.170606e-016	
1.362088e-017	8.999228e+000	1.225774e-016	
1.426282e-017	8.999228e+000	1.283544e-016	
1.493500e-017	8.999228e+000	1.344035e-016	
1.563887e-017	8.999228e+000	1.407377e-016	
1.637590e-017	8.999228e+000	1.473705e-016	
1.714768e-017	8.999228e+000	1.543159e-016	
1.795582e-017	8.999228e+000	1.615885e-016	
1.880205e-017	8.999228e+000	1.692040e-016	
1.968817e-017	8.999228e+000	1.771783e-016	
2.061604e-017	8.999228e+000	1.855285e-016	
2.158765e-017	8.999228e+000	1.942722e-016	
2.260504e-017	8.999228e+000	2.034279e-016	
2.367038e-017	8.999228e+000	2.130152e-016	
2.478593e-017	8.999228e+000	2.230543e-016	
2.595406e-017	8.999228e+000	2.335665e-016	
2.717724e-017	8.999228e+000	2.445742e-016	
2.845806e-017	8.999228e+000	2.561006e-016	
2.979925e-017	8.999228e+000	2.681702e-016	
3.120364e-017	8.999228e+000	2.808087e-016	
3.267423e-017	8.999228e+000	2.940428e-016	
3.421411e-017	8.999228e+000	3.079006e-016	
3.582658e-017	8.999228e+000	3.224115e-016	
3.751503e-017	8.999228e+000	3.376063e-016	
3.928306e-017	8.999228e+000	3.535172e-016	
4.113441e-017	8.999228e+000	3.701780e-016	
4.307302e-017	8.999228e+000	3.876239e-016	
4.510299e-017	8.999228e+000	4.058921e-016	
4.722862e-017	8.999228e+000	4.250212e-016	
4.945444e-017	8.999228e+000	4.450518e-016	
5.178516e-017	8.999228e+000	4.660264e-016	
5.422572e-017	8.999228e+000	4.879896e-016	
5.678130e-017	8.999228e+000	5.109879e-016	
5.945731e-017	8.999228e+000	5.350699e-016	
6.225945e-017	8.999228e+000	5.602870e-016	
6.519365e-017	8.999228e+000	5.866926e-016	
6.826613e-017	8.999228e+000	6.143425e-016	
7.148341e-017	8.999228e+000	6.432956e-016	
7.485233e-017	8.999228e+000	6.736132e-016	
7.838001e-017	8.999228e+000	7.053596e-016	
8.207394e-017	8.999228e+000	7.386021e-016	
8.594197e-017	8.999228e+000	7.734114e-016	
8.999229e-017	8.999228e+000	8.098612e-016	
9.423349e-017	8.999228e+000	8.480287e-016	
9.867458e-017	8.999228e+000	8.879951e-016	
1.033250e-016	8.999228e+000	9.298450e-016	
1.081945e-016	8.999228e+000	9.736673e-016	
1.132936e-016	8.999228e+000	1.019555e-015	
1.186329e-016	8.999228e+000	1.067605e-015	
1.242239e-016	8.999228e+000	1.117920e-015	
1.300784e-016	8.999228e+000	1.170605e-015	
1.362088e-016	8.999228e+000	1.225774e-015	
1.426282e-016	8.999228e+000	1.283543e-015	
1.493500e-016	8.999228e+000	1.344035e-015	
1.563887e-016	8.999228e+000	1.407377e-015	
1.637591e-016	8.999228e+000	1.473705e-015	
1.714768e-016	8.999228e+000	1.543159e-015	
1.795582e-016	8.999228e+000	1.615886e-015	
1.880205e-016	8.999228e+000	1.692040e-015	
1.968817e-016	8.999228e+000	1.771783e-015	
2.061604e-016	8.999228e+000	1.855285e-015	
2.158765e-016	8.999228e+000	1.942722e-015	
2.260504e-016	8.999228e+000	2.034279e-015	
2.367038e-016	8.999228e+000	2.130152e-015	
2.478593e-016	8.999228e+000	2.230543e-015	
2.595406e-016	8.999228e+000	2.335665e-015	
2.717724e-016	8.999228e+000	2.445742e-015	
2.845806e-016	8.999228e+000	2.561006e-015	
2.979925e-016	8.999228e+000	2.681702e-015	
3.120364e-016	8.999228e+000	2.808087e-015	
3.267422e-016	8.999228e+000	2.940428e-015	
3.421411e-016	8.999228e+000	3.079006e-015	
3.582657e-016	8.999228e+000	3.224115e-015	
3.751503e-016	8.999228e+000	3.376063e-015	
3.928306e-016	8.999228e+000	3.535172e-015	
4.113441e-016	8.999228e+000	3.701780e-015	
4.307302e-016	8.999228e+000	3.876239e-015	
4.510299e-016	8.999228e+000	4.058921e-015	
4.722862e-016	8.999228e+000	4.250212e-015	
4.945444e-016	8.999228e+000	4.450518e-015	
5.178516e-016	8.999228e+000	4.660265e-015	
5.422572e-016	8.999228e+000	4.879896e-015	
5.678129e-016	8.999228e+000	5.109878e-015	
5.945731e-016	8.999228e+000	5.350699e-015	
6.225945e-016	8.999228e+000	5.602870e-015	
6.519365e-016	8.999228e+000	5.866925e-015	
6.826613e-016	8.999228e+000	6.143425e-015	
7.148341e-016	8.999228e+000	6.432956e-015	
7.485232e-016	8.999228e+000	6.736132e-015	
7.838001e-016	8.999228e+000	7.053596e-015	
8.207394e-016	8.999228e+000	7.386021e-015	
8.594197e-016	8.999228e+000	7.734114e-015	
8.999228e-016	8.999228e+000	8.098611e-015	
9.423350e-016	8.999228e+000	8.480288e-015	
9.867458e-016	8.999228e+000	8.879951e-015	
1.033250e-015	8.999228e+000	9.298451e-015	
1.081945e-015	8.999228e+000	9.736673e-015	
1.132936e-015	8.999228e+000	1.019555e-014	
1.186329e-015	8.999228e+000	1.067605e-014	
1.242239e-015	8.999228e+000	1.117920e-014	
1.300784e-015	8.999228e+000	1.170606e-014	
1.362088e-015	8.999228e+000	1.225774e-014	
1.426282e-015	8.999228e+000	1.283543e-014	
1.493500e-015	8.999228e+000	1.344035e-014	
1.563887e-015	8.999228e+000	1.407377e-014	
1.637590e-015	8.999228e+000	1.473705e-014	
1.714768e-015	8.999228e+000	1.543159e-014	
1.795582e-015	8.999228e+000	1.615885e-014	
1.880205e-015	8.999228e+000	1.692040e-014	
1.968817e-015	8.999228e+000	1.771783e-014	
2.061604e-015	8.999228e+000	1.855285e-014	
2.158765e-015	8.999228e+000	1.942722e-014	
2.260504e-015	8.999228e+000	2.034279e-014	
2.367038e-015	8.999228e+000	2.130152e-014	
2.478594e-015	8.999228e+000	2.230543e-014	
2.595406e-015	8.999228e+000	2.335665e-014	
2.717724e-015	8.999228e+000	2.445742e-014	
2.845806e-015	8.999228e+000	2.561006e-014	
2.979925e-015	8.999228e+000	2.681702e-014	
3.120364e-015	8.999228e+000	2.808087e-014	
3.267422e-015	8.999228e+000	2.940428e-014	
3.421411e-015	8.999228e+000	3.079006e-014	
3.582658e-015	8.999228e+000	3.224115e-014	
3.751503e-015	8.999228e+000	3.376063e-014	
3.928306e-015	8.999228e+000	3.535172e-014	
4.113441e-015	8.999228e+000	3.701780e-014	
4.307302e-015	8.999228e+000	3.876239e-014	
4.510298e-015	8.999228e+000	4.058921e-014	
4.722863e-015	8.999228e+000	4.250212e-014	
4.945444e-015	8.999228e+000	4.450518e-014	
5.178515e-015	8.999228e+000	4.660264e-014	
5.422572e-015	8.999228e+000	4.879896e-014	
5.678129e-015	8.999228e+000	5.109878e-014	
5.945732e-015	8.999228e+000	5.350700e-014	
6.225945e-015	8.999228e+000	5.602870e-014	
6.519365e-015	8.999228e+000	5.866925e-014	
6.826613e-015	8.999228e+000	6.143425e-014	
7.148341e-015	8.999228e+000	6.432956e-014	
7.485233e-015	8.999228e+000	6.736132e-014	
7.838001e-015	8.999228e+000	7.053596e-014	
8.207394e-015	8.999228e+000	7.386022e-014	
8.594197e-015	8.999228e+000	7.734114e-014	
8.999229e-015	8.999228e+000	8.098612e-014	
9.423349e-015	8.999228e+000	8.480287e-014	
9.867458e-015	8.999228e+000	8.879951e-014	
1.033250e-014	8.999228e+000	9.298451e-014	
1.081945e-014	8.999228e+000	9.736673e-014	
1.132936e-014	8.999228e+000	1.019555e-013	
1.186329e-014	8.999228e+000	1.067605e-013	
1.242239e-014	8.999228e+000	1.117920e-013	
1.300784e-014	8.999228e+000	1.170606e-013	
1.362088e-014	8.999228e+000	1.225775e-013	
1.426282e-014	8.999228e+000	1.283543e-013	
1.493500e-014	8.999228e+000	1.344035e-013	
1.563887e-014	8.999228e+000	1.407377e-013	
1.637590e-014	8.999228e+000	1.473705e-013	
1.714768e-014	8.999228e+000	1.543159e-013	
1.795582e-014	8.999228e+000	1.615886e-013	
1.880205e-014	8.999228e+000	1.692040e-013	
1.968817e-014	8.999228e+000	1.771783e-013	
2.061604e-014	8.999228e+000	1.855285e-013	
2.158765e-014	8.999228e+000	1.942722e-013	
2.260504e-014	8.999228e+000	2.034279e-013	
2.367038e-014	8.999228e+000	2.130152e-013	
2.478593e-014	8.999228e+000	2.230543e-013	
2.595406e-014	8.999228e+000	2.335665e-013	
2.717724e-014	8.999228e+000	2.445742e-013	
2.845806e-014	8.999228e+000	2.561006e-013	
2.979925e-014	8.999228e+000	2.681702e-013	
3.120364e-014	8.999228e+000	2.808087e-013	
3.267422e-014	8.999228e+000	2.940428e-013	
3.421411e-014	8.999228e+000	3.079006e-013	
3.582658e-014	8.999228e+000	3.224115e-013	
3.751503e-014	8.999228e+000	3.376063e-013	
3.928306e-014	8.999228e+000	3.535172e-013	
4.113441e-014	8.999228e+000	3.701780e-013	
4.307302e-014	8.999228e+000	3.876239e-013	
4.510299e-014	8.999228e+000	4.058921e-013	
4.722862e-014	8.999228e+000	4.250212e-013	
4.945444e-014	8.999228e+000	4.450518e-013	
5.178515e-014	8.999228e+000	4.660264e-013	
5.422571e-014	8.999228e+000	4.879896e-013	
5.678129e-014	8.999228e+000	5.109878e-013	
5.945732e-014	8.999228e+000	5.350700e-013	
6.225945e-014	8.999228e+000	5.602870e-013	
6.519365e-014	8.999228e+000	5.866926e-013	
6.826613e-014	8.999228e+000	6.143425e-013	
7.148341e-014	8.999228e+000	6.432956e-013	
7.485232e-014	8.999228e+000	6.736131e-013	
7.838000e-014	8.999228e+000	7.053596e-013	
8.207394e-014	8.999228e+000	7.386022e-013	
8.594197e-014	8.999228e+000	7.734114e-013	
8.999229e-014	8.999228e+000	8.098612e-013	
9.423349e-014	8.999228e+000	8.480287e-013	
9.867458e-014	8.999228e+000	8.879951e-013	
1.033250e-013	8.999228e+000	9.298450e-013	
1.081945e-013	8.999228e+000	9.736673e-013	
1.132936e-013	8.999228e+000	1.019555e-012	
1.186329e-013	8.999228e+000	1.067605e-012	
1.242239e-013	8.999228e+000	1.117920e-012	
1.300784e-013	8.999228e+000	1.170606e-012	
1.362088e-013	8.999228e+000	1.225774e-012	
1.426282e-013	8.999228e+000	1.283543e-012	
1.493500e-013	8.999228e+000	1.344035e-012	
1.563887e-013	8.999228e+000	1.407377e-012	
1.637590e-013	8.999228e+000	1.473705e-012	
1.714768e-013	8.999228e+000	1.543159e-012	
1.795582e-013	8.999228e+000	1.615885e-012	
1.880205e-013	8.999228e+000	1.692040e-012	
1.968817e-013	8.999228e+000	1.771783e-012	
2.061604e-013	8.999228e+000	1.855285e-012	
2.158765e-013	8.999228e+000	1.942722e-012	
2.260504e-013	8.999228e+000	2.034279e-012	
2.367038e-013	8.999228e+000	2.130152e-012	
2.478594e-013	8.999228e+000	2.230543e-012	
2.595406e-013	8.999228e+000	2.335665e-012	
2.717724e-013	8.999228e+000	2.445742e-012	
2.845806e-013	8.999228e+000	2.561006e-012	
2.979925e-013	8.999228e+000	2.681702e-012	
3.120364e-013	8.999228e+000	2.808087e-012	
3.267422e-013	8.999228e+000	2.940428e-012	
3.421411e-013	8.999228e+000	3.079006e-012	
3.582657e-013	8.999228e+000	3.224115e-012	
3.751503e-013	8.999228e+000	3.376063e-012	
3.928306e-013	8.999228e+000	3.535172e-012	
4.113441e-013	8.999228e+000	3.701780e-012	
4.307302e-013	8.999228e+000	3.876239e-012	
4.510299e-013	8.999228e+000	4.058921e-012	
4.722862e-013	8.999228e+000	4.250212e-012	
4.945444e-013	8.999228e+000	4.450518e-012	
5.178515e-013	8.999228e+000	4.660264e-012	
5.422572e-013	8.999228e+000	4.879896e-012	
5.678129e-013	8.999228e+000	5.109878e-012	
5.945732e-013	8.999228e+000	5.350700e-012	
6.225945e-013	8.999228e+000	5.602870e-012	
6.519365e-013	8.999228e+000	5.866926e-012	
6.826613e-013	8.999228e+000	6.143425e-012	
7.148342e-013	8.999228e+000	6.432956e-012	
7.485233e-013	8.999228e+000	6.736132e-012	
7.838001e-013	8.999228e+000	7.053596e-012	
8.207394e-013	8.999228e+000	7.386022e-012	
8.594197e-013	8.999228e+000	7.734114e-012	
8.999229e-013	8.999228e+000	8.098612e-012	
9.423350e-013	8.999228e+000	8.480288e-012	
9.867458e-013	8.999228e+000	8.879951e-012	
1.033250e-012	8.999228e+000	9.298451e-012	
1.081945e-012	8.999228e+000	9.736673e-012	
1.132936e-012	8.999228e+000	1.019555e-011	
1.186329e-012	8.999228e+000	1.067605e-011	
1.242239e-012	8.999228e+000	1.117920e-011	
1.300784e-012	8.999228e+000	1.170606e-011	
1.362088e-012	8.999228e+000	1.225774e-011	
1.426282e-012	8.999228e+000	1.283543e-011	
1.493500e-012	8.999228e+000	1.344035e-011	
1.563887e-012	8.999228e+000	1.407377e-011	
1.637590e-012	8.999228e+000	1.473705e-011	
1.714768e-012	8.999228e+000	1.543159e-011	
1.795582e-012	8.999228e+000	1.615885e-011	
1.880205e-012	8.999228e+000	1.692040e-011	
1.968817e-012	8.999228e+000	1.771783e-011	
2.061604e-012	8.999228e+000	1.855285e-011	
2.158765e-012	8.999228e+000	1.942722e-011	
2.260504e-012	8.999228e+000	2.034279e-011	
2.367038e-012	8.999228e+000	2.130152e-011	
2.478594e-012	8.999228e+000	2.230543e-011	
2.595406e-012	8.999228e+000	2.335665e-011	
2.717724e-012	8.999228e+000	2.445742e-011	
2.845806e-012	8.999228e+000	2.561006e-011	
2.979925e-012	8.999228e+000	2.681702e-011	
3.120364e-012	8.999228e+000	2.808087e-011	
3.267423e-012	8.999228e+000	2.940428e-011	
3.421411e-012	8.999228e+000	3.079006e-011	
3.582658e-012	8.999228e+000	3.224115e-011	
3.751503e-012	8.999228e+000	3.376063e-011	
3.928306e-012	8.999228e+000	3.535172e-011	
4.113441e-012	8.999228e+000	3.701780e-011	
4.307302e-012	8.999228e+000	3.876239e-011	
4.510298e-012	8.999228e+000	4.058921e-011	
4.722862e-012	8.999228e+000	4.250212e-011	
4.945444e-012	8.999228e+000	4.450518e-011	
5.178516e-012	8.999228e+000	4.660265e-011	
5.422572e-012	8.999228e+000	4.879896e-011	
5.678129e-012	8.999228e+000	5.109878e-011	
5.945731e-012	8.999228e+000	5.350699e-011	
6.225945e-012	8.999228e+000	5.602870e-011	
6.519365e-012	8.999228e+000	5.866925e-011	
6.826613e-012	8.999228e+000	6.143425e-011	
7.148341e-012	8.999228e+000	6.432956e-011	
7.485233e-012	8.999228e+000	6.736132e-011	
7.838000e-012	8.999228e+000	7.053595e-011	
8.207394e-012	8.999228e+000	7.386021e-011	
8.594197e-012	8.999228e+000	7.734114e-011	
8.999228e-012	8.999228e+000	8.098611e-011	
9.423349e-012	8.999228e+000	8.480287e-011	
9.867458e-012	8.999228e+000	8.879951e-011	
1.033250e-011	8.999228e+000	9.298450e-011	
1.081945e-011	8.999228e+000	9.736673e-011	
1.132936e-011	8.999228e+000	1.019555e-010	
1.186329e-011	8.999228e+000	1.067605e-010	
1.242239e-011	8.999228e+000	1.117920e-010	
1.300784e-011	8.999228e+000	1.170606e-010	
1.362088e-011	8.999228e+000	1.225774e-010	
1.426282e-011	8.999228e+000	1.283543e-010	
1.493500e-011	8.999228e+000	1.344035e-010	
1.563887e-011	8.999228e+000	1.407377e-010	
1.637590e-011	8.999228e+000	1.473705e-010	
1.714768e-011	8.999228e+000	1.543159e-010	
1.795582e-011	8.999228e+000	1.615886e-010	
1.880205e-011	8.999228e+000	1.692040e-010	
1.968817e-011	8.999228e+000	1.771783e-010	
2.061604e-011	8.999228e+000	1.855285e-010	
2.158765e-011	8.999228e+000	1.942722e-010	
2.260504e-011	8.999228e+000	2.034279e-010	
2.367038e-011	8.999228e+000	2.130152e-010	
2.478593e-011	8.999228e+000	2.230543e-010	
2.595406e-011	8.999228e+000	2.335665e-010	
2.717724e-011	8.999228e+000	2.445742e-010	
2.845806e-011	8.999228e+000	2.561006e-010	
2.979925e-011	8.999228e+000	2.681702e-010	
3.120364e-011	8.999228e+000	2.808087e-010	
3.267422e-011	8.999228e+000	2.940428e-010	
3.421411e-011	8.999228e+000	3.079006e-010	
3.582657e-011	8.999228e+000	3.224115e-010	
3.751503e-011	8.999228e+000	3.376063e-010	
3.928306e-011	8.999228e+000	3.535172e-010	
4.113441e-011	8.999228e+000	3.701780e-010	
4.307302e-011	8.999228e+000	3.876239e-010	
4.510299e-011	8.999228e+000	4.058921e-010	
4.722862e-011	8.999228e+000	4.250212e-010	
4.945444e-011	8.999228e+000	4.450518e-010	
5.178516e-011	8.999228e+000	4.660265e-010	
5.422571e-011	8.999228e+000	4.879896e-010	
5.678129e-011	8.999228e+000	5.109878e-010	
5.945731e-011	8.999228e+000	5.350700e-010	
6.225945e-011	8.999228e+000	5.602871e-010	
6.519365e-011	8.999228e+000	5.866925e-010	
6.826613e-011	8.999228e+000	6.143425e-010	
7.148342e-011	8.999228e+000	6.432956e-010	
7.485233e-011	8.999228e+000	6.736132e-010	
7.838000e-011	8.999228e+000	7.053596e-010	
8.207394e-011	8.999228e+000	7.386022e-010	
8.594197e-011	8.999228e+000	7.734114e-010	
8.999229e-011	8.999228e+000	8.098612e-010	
9.423350e-011	8.999228e+000	8.480288e-010	
9.867458e-011	8.999228e+000	8.879951e-010	
1.033250e-010	8.999228e+000	9.298450e-010	
1.081945e-010	8.999228e+000	9.736673e-010	
1.132936e-010	8.999228e+000	1.019555e-009	
1.186329e-010	8.999228e+000	1.067605e-009	
1.242239e-010	8.999228e+000	1.117920e-009	
1.300784e-010	8.999228e+000	1.170606e-009	
1.362088e-010	8.999228e+000	1.225774e-009	
1.426282e-010	8.999228e+000	1.283543e-009	
1.493500e-010	8.999228e+000	1.344035e-009	
1.563887e-010	8.999228e+000	1.407377e-009	
1.637590e-010	8.999228e+000	1.473705e-009	
1.714768e-010	8.999228e+000	1.543159e-009	
1.795582e-010	8.999228e+000	1.615885e-009	
1.880205e-010	8.999228e+000	1.692040e-009	
1.968817e-010	8.999228e+000	1.771783e-009	
2.061604e-010	8.999228e+000	1.855285e-009	
2.158765e-010	8.999228e+000	1.942722e-009	
2.260504e-010	8.999228e+000	2.034279e-009	
2.367038e-010	8.999228e+000	2.130152e-009	
2.478593e-010	8.999228e+000	2.230543e-009	
2.595406e-010	8.999228e+000	2.335665e-009	
2.717724e-010	8.999228e+000	2.445742e-009	
2.845806e-010	8.999228e+000	2.561006e-009	
2.979925e-010	8.999228e+000	2.681702e-009	
3.120364e-010	8.999228e+000	2.808087e-009	
3.267422e-010	8.999228e+000	2.940428e-009	
3.421411e-010	8.999228e+000	3.079006e-009	
3.582658e-010	8.999228e+000	3.224115e-009	
3.751503e-010	8.999228e+000	3.376063e-009	
3.928306e-010	8.999228e+000	3.535172e-009	
4.113441e-010	8.999228e+000	3.701780e-009	
4.307302e-010	8.999228e+000	3.876239e-009	
4.510299e-010	8.999228e+000	4.058921e-009	
4.722863e-010	8.999228e+000	4.250212e-009	
4.945444e-010	8.999228e+000	4.450518e-009	
5.178515e-010	8.999228e+000	4.660264e-009	
5.422572e-010	8.999228e+000	4.879896e-009	
5.678130e-010	8.999228e+000	5.109879e-009	
5.945732e-010	8.999228e+000	5.350700e-009	
6.225945e-010	8.999228e+000	5.602870e-009	
6.519365e-010	8.999228e+000	5.866926e-009	
6.826613e-010	8.999228e+000	6.143425e-009	
7.148341e-010	8.999228e+000	6.432956e-009	
7.485232e-010	8.999228e+000	6.736132e-009	
7.838001e-010	8.999228e+000	7.053596e-009	
8.207394e-010	8.999228e+000	7.386022e-009	
8.594197e-010	8.999228e+000	7.734114e-009	
8.999229e-010	8.999228e+000	8.098611e-009	
9.423350e-010	8.999228e+000	8.480288e-009	
9.867458e-010	8.999228e+000	8.879951e-009	
1.033250e-009	8.999228e+000	9.298450e-009	
1.081945e-009	8.999228e+000	9.736673e-009	
1.132936e-009	8.999228e+000	1.019555e-008	
1.186329e-009	8.999228e+000	1.067605e-008	
1.242239e-009	8.999228e+000	1.117920e-008	
1.300784e-009	8.999228e+000	1.170606e-008	
1.362088e-009	8.999228e+000	1.225775e-008	
1.426282e-009	8.999228e+000	1.283543e-008	
1.493500e-009	8.999228e+000	1.344035e-008	
1.563887e-009	8.999228e+000	1.407377e-008	
1.637590e-009	8.999228e+000	1.473705e-008	
1.714768e-009	8.999228e+000	1.543159e-008	
1.795582e-009	8.999228e+000	1.615885e-008	
1.880205e-009	8.999228e+000	1.692040e-008	
1.968817e-009	8.999228e+000	1.771783e-008	
2.061604e-009	8.999228e+000	1.855285e-008	
2.158765e-009	8.999228e+000	1.942722e-008	
2.260504e-009	8.999228e+000	2.034279e-008	
2.367038e-009	8.999228e+000	2.130152e-008	
2.478593e-009	8.999228e+000	2.230543e-008	
2.595406e-009	8.999228e+000	2.335665e-008	
2.717724e-009	8.999228e+000	2.445742e-008	
2.845806e-009	8.999228e+000	2.561006e-008	
2.979925e-009	8.999228e+000	2.681702e-008	
3.120364e-009	8.999228e+000	2.808087e-008	
3.267423e-009	8.999228e+000	2.940428e-008	
3.421411e-009	8.999228e+000	3.079006e-008	
3.582658e-009	8.999228e+000	3.224115e-008	
3.751503e-009	8.999228e+000	3.376063e-008	
3.928306e-009	8.999228e+000	3.535172e-008	
4.113441e-009	8.999228e+000	3.701780e-008	
4.307302e-009	8.999228e+000	3.876239e-008	
4.510299e-009	8.999228e+000	4.058921e-008	
4.722863e-009	8.999228e+000	4.250212e-008	
4.945444e-009	8.999228e+000	4.450518e-008	
5.178516e-009	8.999228e+000	4.660265e-008	
5.422572e-009	8.999228e+000	4.879896e-008	
5.678130e-009	8.999228e+000	5.109878e-008	
5.945731e-009	8.999228e+000	5.350700e-008	
6.225945e-009	8.999228e+000	5.602870e-008	
6.519365e-009	8.999228e+000	5.866926e-008	
6.826613e-009	8.999228e+000	6.143425e-008	
7.148341e-009	8.999228e+000	6.432956e-008	
